ticket_id,description,category,priority
PR-0317,"Hi, the fire alarm system across the entire Rahim Yar Khan Campus hostel block has stopped working, posing a serious safety risk to every resident student right now. Awaiting your response.",Infrastructure / Maintenance,Critical
PR-0964,"Dear concerned team, i accidentally generated a combined fee voucher for two subjects; could this be split into separate vouchers? Thank you.",Fee & Challan,Medium
PR-0106,"Sir, i am escalating a critical complaint on behalf of my entire batch — none of our clearance requests have been processed for over a month, and our convocation, requiring proof of clearance, is by Friday. Thank you.",Complaint,Critical
PR-0485,Course registration closes at midnight by tomorrow morning and the registration module has been throwing an error for every single student in my batch since this morning. Kindly advise.,Course Registration,Critical
TCK-0208,"Request for repair of the projector in the Department of Law lecture hall, Baghdad-ul-Jadeed Campus, which has not been working for two weeks.",Infrastructure / Maintenance,Medium
PR-1145,Is fee payable through mobile wallets or only through bank challan? Please look into this.,Fee & Challan,Low
PR-0407,"I am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround. Kindly help.",Account & Login,Medium
PR-0846,"Several months of ticket records and attached documents appear to have been permanently deleted from the system overnight with no backup available, affecting hundreds of open cases. Awaiting your response.",Portal Technical Issue,Critical
PR-0516,"Sir, i'd like to request re-generation of my degree fee challan as it was created under the wrong fee category.",Degree,Medium
PR-1428,"Hi, i keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being by tomorrow morning.",Account & Login,High
PR-0235,"Sir, i would like to know how to request a change of campus from Khanpur Campus to another campus. Regards.",Other,Medium
TCK-0474,My scholarship was suddenly cancelled without notice and I have no funds to pay today's fee deadline; if I don't pay today I will be dropped from the semester entirely. Roll No: F23BBPESS2M2771,Scholarship,Critical
TCK-0469,asslam o Alaikum I hope you are doing well sir Meri degree ab complete huai ha pr mujh sa by mistake Clearance ka 4th semester ma apply hu gaya tha kindly Mera clearance form update kr da ta ka ma clearance ka Liya kr sako aur degree lay sako I'd card no. 3110371944313 Roll no. F22BAGRI1M01053 JazakAllah,Clearance,High
TCK-0044,I would like to know the procedure to apply for a change of campus from Khanpur Campus to another campus. Roll No: F24BBAGRI7M9394,Other,Medium
PR-1012,"Sir, my transcript request has been pending for almost two weeks despite the fee being paid, and I need it for a scholarship submission by Friday.",Transcript,High
PR-0954,"Sir, how many credit hours can I generally register for in a normal semester? Awaiting your response.",Course Registration,Low
PR-1405,Just wanted to confirm the general examination fee amount for this term. Kindly advise.,Examination,Low
PR-1167,"I have a visa interview tomorrow morning and the embassy has specifically asked for my original transcript, which I still do not have despite requesting it almost two weeks ago.",Transcript,Critical
TCK-0153,Several ceiling fans in the Baghdad-ul-Jadeed Campus hostel common room are not working; kindly arrange repair.,Infrastructure / Maintenance,Medium
TCK-0118,"This is an urgent complaint that my case file appears to have been lost by the Directorate of Academics, with no record found of my clearance submission from nearly two months ago. Roll No: F24BBSEEN2M5477",Complaint,High
TCK-0371,"The entire MyIUB portal has been completely down for all students and staff since last night, and today is the deadline for semester registration with no announced extension.",Portal Technical Issue,Critical
PR-0414,"My account has been completely locked for a couple of days after a failed password reset, and I am unable to submit my thesis-related forms before the deadline within 24 hours. Awaiting your response.",Account & Login,High
PR-0783,"There is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention within 24 hours.",Other,Critical
PR-1271,"Dear concerned team, could a water cooler be installed near the Directorate of Academics? Just a small suggestion. Please look into this.",Infrastructure / Maintenance,Low
PR-0482,"Kindly note: Is there a way to change my profile picture on the portal, just curious about the option?",Profile Update,Low
PR-1101,"Sir, my degree verification request from a foreign employer has been pending response for several weeks, and my job offer is contingent on it being completed by within 24 hours. Kindly help.",Certificate / Verification,High
PR-1419,"Dear concerned team, my degree application shows 'Submitted' status even though I paid the challan a couple of days ago, and I would like to know if this is normal processing time.",Degree,Medium
PR-1512,"Respected Sir/Madam, the examination portal has completely gone down while the final exam is currently being conducted live for hundreds of students, and no backup arrangement has been announced. Awaiting your response.",Examination,Critical
PR-0502,Kindly note: Just wanted to confirm the general examination fee amount for this term. Kindly help.,Examination,Low
PR-1413,"Hi, what is the recommended word count for a thesis final draft? Kindly advise.",Thesis,Low
PR-0341,"My credit transfer approval, required within 24 hours to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week.",Other,Critical
TCK-0407,Minor issue: the dashboard icons overlap slightly on my screen.,Portal Technical Issue,Low
PR-0911,"Dear concerned team, i would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Please look into this.",Complaint,Medium
