ticket_id,description,category,priority
PR-0960,How can I generate a new fee challan for the semester? Regards.,Fee & Challan,Low
PR-0961,What is the process to request an official transcript copy in general? Regards.,Transcript,Low
PR-0962,"Hi, my admission abroad will be cancelled tomorrow unless my degree name matches my passport exactly, and the correction request has been pending for several weeks despite the urgency I flagged.",Name Correction,Critical
PR-0963,"The elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of today's exam.",Infrastructure / Maintenance,High
PR-0964,"Dear concerned team, i accidentally generated a combined fee voucher for two subjects; could this be split into separate vouchers? Thank you.",Fee & Challan,Medium
PR-0965,Kindly note: Course registration closes at midnight by Friday and the registration module has been throwing an error for every single student in my batch since this morning.,Course Registration,Critical
PR-0966,"Just a minor suggestion: the response templates could be a bit more personalized, nothing urgent. Thank you.",Complaint,Low
PR-0967,"Hi, my Directorate of Academics clearance has been pending for over a month even though my other clearances were completed long ago, and I need my final transcript for a job that starts by tomorrow morning. Awaiting your response.",Clearance,High
PR-0968,The projector in the the Admissions Office lecture hall at Rahim Yar Khan Campus has not been working for a couple of weeks; could this be repaired?,Infrastructure / Maintenance,Medium
PR-0969,"Kindly note: I paid my urgent degree processing fee of Rs. 8,000 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is this week. Thank you.",Fee & Challan,Critical
PR-0970,"I am writing on behalf of the entire batch of MS Electrical Power Engineering scholarship recipients — none of us have received our final installment for over two years, and several of us cannot complete clearance for graduation because of it.",Scholarship,Critical
PR-0971,"Dear concerned team, i have an F grade in Computer Architecture but the subject is not appearing in the Course Repeat section, and I cannot register for the upcoming semester which closes this week. Please look into this.",Course Registration,High
PR-0972,"Hi, small feedback: the waiting area could use a bit more seating, just a general comment. Awaiting your response.",Complaint,Low
PR-0973,"Sir, my urgent degree application has been under 'review' for a couple of days even though I paid the urgent fee, and I need it for a job offer that requires verification by Friday. Awaiting your response.",Degree,High
PR-0974,Could a water cooler be installed near the HR Office? Just a small suggestion.,Infrastructure / Maintenance,Low
PR-0975,"Hi, just wondering if I can register for an elective from a different department. Kindly advise.",Course Registration,Low
PR-0976,"Could you update my bank account details in the payroll system, as my old account has been closed? Regards.",Employee Services,Medium
PR-0977,"My visa application will be rejected if I do not submit a verified degree equivalence certificate by tomorrow, and the verification office has stopped responding entirely.",Certificate / Verification,Critical
PR-0978,"Hi, today is the absolute last date for admission fee submission for BS Economics, and the online payment gateway has been down since this morning for every single applicant on the merit list. Kindly help.",Admission,Critical
PR-0979,"Respected Sir/Madam, what documents are generally required for the final clearance process? Please look into this.",Clearance,Low
PR-0980,"Hi, my salary has not been credited for a couple of days despite my department confirming approval, and I need this urgently to cover overdue expenses due tomorrow. Awaiting your response.",Employee Services,High
PR-0981,"Dear concerned team, none of the 321 students in our batch can log in to the portal since last night, and within 24 hours is the final date for exam form submission with no extension announced. Thank you.",Account & Login,Critical
PR-0982,"Respected Sir/Madam, i forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it?",Account & Login,Medium
PR-0983,"Dear concerned team, small feedback: the waiting area could use a bit more seating, just a general comment. Awaiting your response.",Complaint,Low
PR-0984,"Dear concerned team, i need an official letter of recommendation urgently for a scholarship application closing by tomorrow morning, and my department has not responded to my request from almost two weeks ago. Regards.",Other,High
PR-0985,"Is it possible to link two of my accounts together, or should I just keep using them separately? Kindly advise.",Account & Login,Low
PR-0986,"Respected Sir/Madam, our entire class's clearance requests have been frozen due to a system error, blocking all 216 of us from collecting our degrees before tomorrow's convocation. Please look into this.",Clearance,Critical
