question,answer,status
What is Geography?,"Geography is a social and natural science that studies the Earth's landscapes, environments, and relationships between people and their environments. It covers physical geography (landforms, climate, ecosystems) and human geography (population, urban development, culture). Geographers work in urban planning, environmental management, and mapping technologies.",BEST_ANSWER_SELECTED
What are the major departments in a university Faculty of Science?,"The major departments in a Faculty of Science typically include Physics, Chemistry, Biology, Mathematics, Statistics, Computer Science, Environmental Science, Geology, Psychology, and Biochemistry. Some universities also have separate departments for Life Sciences, Earth Sciences, and Physical Sciences.",BEST_ANSWER_SELECTED
What are the career opportunities in science?,"Career opportunities in science are diverse. Graduates can work in research and development, healthcare, pharmaceuticals, education, environmental management, conservation, government agencies, private industry, technology, data analysis, and scientific writing. Science graduates are also well-prepared for further studies in medicine, engineering, and law.",BEST_ANSWER_SELECTED
What is the role of a scientific research laboratory?,"A scientific research laboratory is a controlled environment where scientific experiments, investigations, and analyses are conducted. Laboratories are equipped with specialized instruments and tools for research in fields such as chemistry, biology, physics, and medicine. Researchers follow strict safety and procedural protocols to ensure accurate and reliable results.",BEST_ANSWER_SELECTED
What is the difference between pure and applied sciences?,"Pure sciences, also known as basic or fundamental sciences, seek to expand knowledge and understanding without immediate practical application. Applied sciences use scientific knowledge to solve real-world problems and develop practical technologies. For example, pure physics explores quantum mechanics, while applied physics develops electronic devices and semiconductors.",BEST_ANSWER_SELECTED
What is Data Science?,"Data Science is an interdisciplinary field that uses scientific methods, algorithms, and statistics to extract knowledge and insights from data. It combines mathematics, statistics, computer science, and domain expertise. Data scientists analyze large datasets to inform decision-making in business, healthcare, finance, and technology.",BEST_ANSWER_SELECTED
What is Artificial Intelligence?,"Artificial Intelligence (AI) is a branch of computer science that focuses on creating systems capable of performing tasks that normally require human intelligence. These tasks include learning, reasoning, problem-solving, perception, and natural language processing. AI is applied in robotics, healthcare, finance, and autonomous systems.",BEST_ANSWER_SELECTED
What is Climate Science?,"Climate Science is the study of the Earth's climate system, including its variability, changes over time, and the human impact on climate. It covers atmospheric science, oceanography, glaciology, and ecosystem science. Climate scientists study global warming, climate models, and mitigation strategies.",BEST_ANSWER_SELECTED
What is Nanotechnology?,"Nanotechnology is the science and engineering of manipulating matter at the nanoscale (1 to 100 nanometers). It involves the creation and application of materials, devices, and systems with unique properties at this scale. Nanotechnology is applied in medicine, electronics, energy, and materials science.",BEST_ANSWER_SELECTED
What is the scientific method?,"The scientific method is a systematic approach used by scientists to investigate phenomena, acquire knowledge, and test hypotheses. It typically involves observation, asking a question, forming a hypothesis, conducting experiments, analyzing data, drawing conclusions, and communicating results. The scientific method is fundamental to all fields of science.",BEST_ANSWER_SELECTED
What are the main branches of science?,"Science is broadly divided into three main branches: Natural Sciences (study of the physical world), Social Sciences (study of human society and behavior), and Formal Sciences (study of abstract systems like logic and mathematics). Natural Sciences include Physics, Chemistry, Biology, and Earth Sciences. Social Sciences include Psychology, Sociology, Economics, and Political Science. Formal Sciences include Mathematics, Computer Science, and Statistics.",BEST_ANSWER_SELECTED
What is Physics?,"Physics is the natural science that studies matter, energy, motion, and the fundamental forces of the universe. It covers mechanics, thermodynamics, electromagnetism, optics, quantum mechanics, and relativity. Physics seeks to understand the basic principles governing the natural world from subatomic particles to galaxies.",BEST_ANSWER_SELECTED
What is Chemistry?,"Chemistry is the natural science that studies the composition, structure, properties, and reactions of matter. It covers organic chemistry (carbon-based compounds), inorganic chemistry, physical chemistry, analytical chemistry, and biochemistry. Chemistry is central to understanding materials, medicines, and biological processes.",BEST_ANSWER_SELECTED
What is Biology?,"Biology is the natural science that studies living organisms and life processes. It covers cell biology, genetics, evolution, ecology, physiology, anatomy, and microbiology. Biology explores the structure, function, growth, origin, evolution, and distribution of living things.",BEST_ANSWER_SELECTED
What are the Earth Sciences?,"Earth Sciences are the natural sciences that study the Earth, its structure, composition, processes, and history. Major fields include Geology (study of rocks and Earth's structure), Meteorology (study of weather and climate), Oceanography (study of oceans), and Environmental Science (study of environmental systems and human impact).",BEST_ANSWER_SELECTED
What is Astronomy?,"Astronomy is the natural science that studies celestial objects such as stars, planets, comets, and galaxies, as well as the universe as a whole. It covers astrophysics, cosmology, planetary science, and observational astronomy. Astronomy seeks to understand the origin, evolution, and fate of the universe.",BEST_ANSWER_SELECTED
